Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	72647	0.029	0
2	243199373	65502	0.027	0
3	198022430	51675	0.026	0
4	191154276	44731	0.023	-1
5	180915260	47094	0.026	0
6	171115067	46968	0.027	0
7	159138663	47041	0.03	0
8	146364022	38858	0.027	0
9	141213431	36997	0.026	0
10	135534747	42074	0.031	0
11	135006516	37382	0.028	0
12	133851895	40175	0.03	0
13	115169878	24006	0.021	-1
14	107349540	26848	0.025	0
15	102531392	27315	0.027	0
16	90354753	31382	0.035	0
17	81195210	33481	0.041	1
18	78077248	20162	0.026	0
19	59128983	28122	0.048	1
20	63025520	21302	0.034	0
21	48129895	10807	0.022	-1
22	51304566	15692	0.031	0
Odchylenie standardowe dla osobnika: 0.00585
Srednia arytmetyczna: 0.03005
