Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1463554	0.587	0
2	243199373	1387588	0.571	0
3	198022430	1098952	0.555	0
4	191154276	1008994	0.528	0
5	180915260	992460	0.549	0
6	171115067	993044	0.58	0
7	159138663	974084	0.612	0
8	146364022	848410	0.58	0
9	141213431	743633	0.527	0
10	135534747	944167	0.697	0
11	135006516	798257	0.591	0
12	133851895	821456	0.614	0
13	115169878	498604	0.433	-1
14	107349540	534348	0.498	-1
15	102531392	526377	0.513	-1
16	90354753	648165	0.717	1
17	81195210	606049	0.746	1
18	78077248	430706	0.552	0
19	59128983	523188	0.885	1
20	63025520	420937	0.668	0
21	48129895	225142	0.468	-1
22	51304566	284714	0.555	0
Odchylenie standardowe dla osobnika: 0.09349
Srednia arytmetyczna: 0.60911
