Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	12210943	4.899	0
2	243199373	11759347	4.835	0
3	198022430	9319376	4.706	0
4	191154276	7844289	4.104	-1
5	180915260	8262169	4.567	0
6	171115067	7990853	4.67	0
7	159138663	7646345	4.805	0
8	146364022	7066586	4.828	0
9	141213431	5956142	4.218	-1
10	135534747	7173268	5.293	0
11	135006516	7135115	5.285	0
12	133851895	6757711	5.049	0
13	115169878	4199120	3.646	-1
14	107349540	4560274	4.248	-1
15	102531392	4449660	4.34	0
16	90354753	5088308	5.631	0
17	81195210	5255368	6.473	1
18	78077248	3662882	4.691	0
19	59128983	4288639	7.253	1
20	63025520	3961494	6.286	1
21	48129895	1914695	3.978	-1
22	51304566	2625458	5.117	0
Odchylenie standardowe dla osobnika: 0.8029
Srednia arytmetyczna: 5.08458
