Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1428115	0.573	0
2	243199373	1322292	0.544	0
3	198022430	1037981	0.524	0
4	191154276	895457	0.468	-1
5	180915260	945044	0.522	0
6	171115067	966552	0.565	0
7	159138663	915130	0.575	0
8	146364022	808366	0.552	0
9	141213431	731777	0.518	0
10	135534747	880585	0.65	0
11	135006516	788562	0.584	0
12	133851895	779276	0.582	0
13	115169878	474729	0.412	-1
14	107349540	521745	0.486	-1
15	102531392	531563	0.518	0
16	90354753	618372	0.684	0
17	81195210	629160	0.775	1
18	78077248	420469	0.539	0
19	59128983	532294	0.9	1
20	63025520	441370	0.7	0
21	48129895	222899	0.463	-1
22	51304566	325570	0.635	0
Odchylenie standardowe dla osobnika: 0.10403
Srednia arytmetyczna: 0.59763
