Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	263193	0.106	0
2	243199373	238356	0.098	0
3	198022430	183594	0.093	0
4	191154276	153493	0.08	-1
5	180915260	167227	0.092	0
6	171115067	173926	0.102	0
7	159138663	163090	0.102	0
8	146364022	147334	0.101	0
9	141213431	133854	0.095	0
10	135534747	170991	0.126	0
11	135006516	146516	0.109	0
12	133851895	139434	0.104	0
13	115169878	81670	0.071	-1
14	107349540	94459	0.088	-1
15	102531392	98627	0.096	0
16	90354753	119106	0.132	0
17	81195210	118742	0.146	1
18	78077248	77237	0.099	0
19	59128983	100083	0.169	1
20	63025520	86971	0.138	1
21	48129895	41860	0.087	-1
22	51304566	66659	0.13	0
Odchylenie standardowe dla osobnika: 0.02237
Srednia arytmetyczna: 0.11089
