Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	42267	0.017	0
2	243199373	39069	0.016	0
3	198022430	31519	0.016	0
4	191154276	26302	0.014	-1
5	180915260	28210	0.016	0
6	171115067	28561	0.017	0
7	159138663	27635	0.017	0
8	146364022	23876	0.016	0
9	141213431	22189	0.016	0
10	135534747	25385	0.019	0
11	135006516	22816	0.017	0
12	133851895	23889	0.018	0
13	115169878	13915	0.012	-1
14	107349540	15972	0.015	0
15	102531392	16052	0.016	0
16	90354753	18752	0.021	0
17	81195210	19261	0.024	1
18	78077248	12204	0.016	0
19	59128983	16820	0.028	1
20	63025520	13005	0.021	0
21	48129895	6476	0.013	-1
22	51304566	9495	0.019	0
Odchylenie standardowe dla osobnika: 0.00332
Srednia arytmetyczna: 0.01805
