Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1328207	0.533	0
2	243199373	1252112	0.515	0
3	198022430	985549	0.498	0
4	191154276	870096	0.455	-1
5	180915260	889806	0.492	0
6	171115067	892721	0.522	0
7	159138663	860233	0.541	0
8	146364022	771350	0.527	0
9	141213431	681766	0.483	0
10	135534747	816868	0.603	0
11	135006516	735071	0.544	0
12	133851895	728065	0.544	0
13	115169878	448640	0.39	-1
14	107349540	486263	0.453	-1
15	102531392	488590	0.477	0
16	90354753	581724	0.644	1
17	81195210	551564	0.679	1
18	78077248	394080	0.505	0
19	59128983	462399	0.782	1
20	63025520	398620	0.632	0
21	48129895	205712	0.427	-1
22	51304566	277964	0.542	0
Odchylenie standardowe dla osobnika: 0.08149
Srednia arytmetyczna: 0.55084
