1	249250621	146504	0
2	243199373	128544	0
3	198022430	101883	0
4	191154276	88354	0
5	180915260	90207	0
6	171115067	90142	0
7	159138663	96684	0
8	146364022	72846	0
9	141213431	73241	0
10	135534747	83498	0
11	135006516	73393	0
12	133851895	82294	0
13	115169878	45334	0
14	107349540	52576	0
15	102531392	54918	0
16	90354753	64796	0
17	81195210	74580	0
18	78077248	38079	0
19	59128983	67450	0
20	63025520	40770	0
21	48129895	20792	0
22	51304566	32640	0
X	155270560	80561	0
Y	59373566	8816	0
MT	16569	5304	0
GL000207.1	4262	2	0
GL000226.1	15008	676	0
GL000229.1	19913	42	0
GL000231.1	27386	35	0
GL000210.1	27682	17	0
GL000239.1	33824	49	0
GL000235.1	34474	47	0
GL000201.1	36148	9	0
GL000247.1	36422	31	0
GL000245.1	36651	33	0
GL000197.1	37175	22	0
GL000203.1	37498	14	0
GL000246.1	38154	30	0
GL000249.1	38502	15	0
GL000196.1	38914	19	0
GL000248.1	39786	24	0
GL000244.1	39929	16	0
GL000238.1	39939	14	0
GL000202.1	40103	11	0
GL000234.1	40531	60	0
GL000232.1	40652	54	0
GL000206.1	41001	14	0
GL000240.1	41933	34	0
GL000236.1	41934	27	0
GL000241.1	42152	26	0
GL000243.1	43341	63	0
GL000242.1	43523	47	0
GL000230.1	43691	28	0
GL000237.1	45867	83	0
GL000233.1	45941	31	0
GL000204.1	81310	40	0
GL000198.1	90085	62	0
GL000208.1	92689	72	0
GL000191.1	106433	144	0
GL000227.1	128374	60	0
GL000228.1	129120	1081	0
GL000214.1	137718	361	0
GL000221.1	155397	146	0
GL000209.1	159169	39	0
GL000218.1	161147	158	0
GL000220.1	161802	3660	0
GL000213.1	164239	52	0
GL000211.1	166566	93	0
GL000199.1	169874	666	0
GL000217.1	172149	114	0
GL000216.1	172294	982	0
GL000215.1	172545	46	0
GL000205.1	174588	65	0
GL000219.1	179198	82	0
GL000224.1	179693	209	0
GL000223.1	180455	196	0
GL000195.1	182896	79	0
GL000212.1	186858	119	0
GL000222.1	186861	145	0
GL000200.1	187035	111	0
GL000193.1	189789	151	0
GL000194.1	191469	149	0
GL000225.1	211173	1298	0
GL000192.1	547496	251	0
*	0	0	0
